0;0;28.7;FLOAT
0.001;0.001;26.6;FLOAT
0.002;0.002;24.7;FLOAT
0.003;0.003;23.7;FLOAT
0.004;0.004;23.5;FLOAT
0.005;0.005;23.6;FLOAT
0.006;0.006;23.6;FLOAT
0.007;0.007;23.6;FLOAT
0.008;0.008;23.7;FLOAT
0.009;0.009;24.3;FLOAT
0.01;0.01;25.3;FLOAT
0.011;0.011;26.4;FLOAT
0.012;0.012;27.3;FLOAT
0.013;0.013;27.8;FLOAT
0.014;0.014;28.2;FLOAT
0.015;0.015;28.5;FLOAT
0.016;0.016;28.8;FLOAT
0.017;0.017;28.8;FLOAT
0.018;0.018;28.4;FLOAT
0.019;0.019;27.7;FLOAT
0.02;0.02;27.5;FLOAT
0.021;0.021;28.3;FLOAT
0.022;0.022;30.3;FLOAT
0.023;0.023;32.801;FLOAT
0.024;0.024;34.601;FLOAT
0.025;0.025;34.901;FLOAT
0.026;0.026;33.801;FLOAT
0.027;0.027;32.1;FLOAT
0.028;0.028;31.4;FLOAT
0.029;0.029;32.7;FLOAT
0.03;0.03;35.801;FLOAT
0.031;0.031;39.801;FLOAT
0.032;0.032;43.201;FLOAT
0.033;0.033;45.001;FLOAT
0.034;0.034;45.301;FLOAT
0.035;0.035;44.901;FLOAT
0.036;0.036;44.701;FLOAT
0.037;0.037;45.201;FLOAT
0.038;0.038;46.101;FLOAT
0.039;0.039;46.501;FLOAT
0.04;0.04;45.901;FLOAT
0.041;0.041;44.701;FLOAT
0.042;0.042;43.801;FLOAT
0.043;0.043;44.101;FLOAT
0.044;0.044;46.101;FLOAT
0.045;0.045;48.801;FLOAT
0.046;0.046;50.601;FLOAT
0.047;0.047;50.001;FLOAT
0.048;0.048;46.801;FLOAT
0.049;0.049;42.201;FLOAT
0.05;0.05;38.401;FLOAT
0.051;0.051;37.001;FLOAT
0.052;0.052;38.301;FLOAT
0.053;0.053;41.301;FLOAT
0.054;0.054;44.101;FLOAT
0.055;0.055;45.201;FLOAT
0.056;0.056;44.201;FLOAT
0.057;0.057;41.801;FLOAT
0.058;0.058;39.301;FLOAT
0.059;0.059;37.601;FLOAT
0.06;0.06;37.001;FLOAT
0.061;0.061;37.201;FLOAT
0.062;0.062;37.901;FLOAT
0.063;0.063;38.801;FLOAT
0.064;0.064;39.901;FLOAT
0.065;0.065;40.601;FLOAT
0.066;0.066;40.301;FLOAT
0.067;0.067;38.501;FLOAT
0.068;0.068;35.501;FLOAT
0.069;0.069;32.2;FLOAT
0.07;0.07;30;FLOAT
0.071;0.071;30;FLOAT
0.072;0.072;31.9;FLOAT
0.073;0.073;34.601;FLOAT
0.074;0.074;36.301;FLOAT
0.075;0.075;36.101;FLOAT
0.076;0.076;34.001;FLOAT
0.077;0.077;31.3;FLOAT
0.078;0.078;29.5;FLOAT
0.079;0.079;29.8;FLOAT
0.08;0.08;32.2;FLOAT
0.081;0.081;35.801;FLOAT
0.082;0.082;39.201;FLOAT
0.083;0.083;41.301;FLOAT
0.084;0.084;41.401;FLOAT
0.085;0.085;39.701;FLOAT
0.086;0.086;37.001;FLOAT
0.087;0.087;34.301;FLOAT
0.088;0.088;32.5;FLOAT
0.089;0.089;32.2;FLOAT
0.09;0.09;33.401;FLOAT
0.091;0.091;35.401;FLOAT
0.092;0.092;37.101;FLOAT
0.093;0.093;37.901;FLOAT
0.094;0.094;37.401;FLOAT
0.095;0.095;36.201;FLOAT
0.096;0.096;35.101;FLOAT
0.097;0.097;34.701;FLOAT
0.098;0.098;35.201;FLOAT
0.099;0.099;36.001;FLOAT
0.1;0.1;36.301;FLOAT
0.101;0.101;35.501;FLOAT
0.102;0.102;33.801;FLOAT
0.103;0.103;32;FLOAT
0.104;0.104;31.3;FLOAT
0.105;0.105;32.1;FLOAT
0.106;0.106;34.101;FLOAT
0.107;0.107;35.901;FLOAT
0.108;0.108;36.601;FLOAT
0.109;0.109;35.401;FLOAT
0.11;0.11;33.001;FLOAT
0.111;0.111;30.3;FLOAT
0.112;0.112;28.7;FLOAT
0.113;0.113;28.7;FLOAT
0.114;0.114;30.6;FLOAT
0.115;0.115;33.701;FLOAT
0.116;0.116;37.201;FLOAT
0.117;0.117;40.301;FLOAT
0.118;0.118;42.001;FLOAT
0.119;0.119;41.701;FLOAT
0.12;0.12;39.201;FLOAT
0.121;0.121;35.201;FLOAT
0.122;0.122;31;FLOAT
0.123;0.123;28.1;FLOAT
0.124;0.124;27.3;FLOAT
0.125;0.125;28.3;FLOAT
0.126;0.126;30.1;FLOAT
0.127;0.127;31.3;FLOAT
0.128;0.128;31.5;FLOAT
0.129;0.129;31;FLOAT
0.13;0.13;31.1;FLOAT
0.131;0.131;32.7;FLOAT
0.132;0.132;35.701;FLOAT
0.133;0.133;39.001;FLOAT
0.134;0.134;41.201;FLOAT
0.135;0.135;41.601;FLOAT
0.136;0.136;40.601;FLOAT
0.137;0.137;39.201;FLOAT
0.138;0.138;38.701;FLOAT
0.139;0.139;39.201;FLOAT
0.14;0.14;40.001;FLOAT
0.141;0.141;39.901;FLOAT
0.142;0.142;37.901;FLOAT
0.143;0.143;34.501;FLOAT
0.144;0.144;30.8;FLOAT
0.145;0.145;28.7;FLOAT
0.146;0.146;29.3;FLOAT
0.147;0.147;32.5;FLOAT
0.148;0.148;36.901;FLOAT
0.149;0.149;40.401;FLOAT
0.15;0.15;41.601;FLOAT
0.151;0.151;40.201;FLOAT
0.152;0.152;37.301;FLOAT
0.153;0.153;34.701;FLOAT
0.154;0.154;33.901;FLOAT
0.155;0.155;35.301;FLOAT
0.156;0.156;38.001;FLOAT
0.157;0.157;40.901;FLOAT
