0;0.001;28.7;FLOAT
0.001;0.002;26.6;FLOAT
0.002;0.003;24.7;FLOAT
0.003;0.004;23.7;FLOAT
0.004;0.005;23.5;FLOAT
0.005;0.006;23.6;FLOAT
0.006;0.007;23.6;FLOAT
0.007;0.008;23.6;FLOAT
0.008;0.009;23.7;FLOAT
0.009;0.01;24.3;FLOAT
0.01;0.011;25.3;FLOAT
0.011;0.012;26.4;FLOAT
0.012;0.013;27.3;FLOAT
0.013;0.014;27.8;FLOAT
0.014;0.015;28.2;FLOAT
0.015;0.016;28.5;FLOAT
0.016;0.017;28.8;FLOAT
0.017;0.018;28.8;FLOAT
0.018;0.019;28.4;FLOAT
0.019;0.02;27.7;FLOAT
0.02;0.021;27.5;FLOAT
0.021;0.022;28.3;FLOAT
0.022;0.023;30.3;FLOAT
0.023;0.024;32.801;FLOAT
0.024;0.025;34.601;FLOAT
0.025;0.026;34.901;FLOAT
0.026;0.027;33.801;FLOAT
0.027;0.028;32.1;FLOAT
0.028;0.029;31.4;FLOAT
0.029;0.03;32.7;FLOAT
0.03;0.031;35.801;FLOAT
0.031;0.032;39.801;FLOAT
0.032;0.033;43.201;FLOAT
0.033;0.034;45.001;FLOAT
0.034;0.035;45.301;FLOAT
0.035;0.036;44.901;FLOAT
0.036;0.037;44.701;FLOAT
0.037;0.038;45.201;FLOAT
0.038;0.039;46.101;FLOAT
0.039;0.04;46.501;FLOAT
0.04;0.041;45.901;FLOAT
0.041;0.042;44.701;FLOAT
0.042;0.043;43.801;FLOAT
0.043;0.044;44.101;FLOAT
0.044;0.045;46.101;FLOAT
0.045;0.046;48.801;FLOAT
0.046;0.047;50.601;FLOAT
0.047;0.048;50.001;FLOAT
0.048;0.049;46.801;FLOAT
0.049;0.05;42.201;FLOAT
0.05;0.051;38.401;FLOAT
0.051;0.052;37.001;FLOAT
0.052;0.053;38.301;FLOAT
0.053;0.054;41.301;FLOAT
0.054;0.055;44.101;FLOAT
0.055;0.056;45.201;FLOAT
0.056;0.057;44.201;FLOAT
0.057;0.058;41.801;FLOAT
0.058;0.059;39.301;FLOAT
0.059;0.06;37.601;FLOAT
0.06;0.061;37.001;FLOAT
0.061;0.062;37.201;FLOAT
0.062;0.063;37.901;FLOAT
0.063;0.064;38.801;FLOAT
0.064;0.065;39.901;FLOAT
